Tanggal,Aceh,Sumatera Utara,Sumatera Barat,Riau,Kepulauan Riau,Jambi,Bengkulu,Sumatera Selatan,Kepulauan Bangka Belitung,Lampung,Banten,Jawa Barat,DKI Jakarta,Jawa Tengah,DI Yogyakarta,Jawa Timur,Bali,Nusa Tenggara Barat,Nusa Tenggara Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Gorontalo,Sulawesi Selatan,Sulawesi Tenggara,Sulawesi Tengah,Sulawesi Utara,Sulawesi Barat,Maluku,Maluku Utara,Papua,Papua Barat
26/11/2024,"20.900,00","20.200,00","20.200,00","19.100,00","18.250,00","20.050,00","18.800,00","19.750,00","17.800,00","19.000,00","19.600,00","20.050,00","20.050,00","19.550,00","19.000,00","18.800,00","20.100,00","20.300,00","21.450,00","20.200,00","19.850,00","20.300,00","20.350,00","20.800,00","24.950,00","18.750,00","20.850,00","19.250,00","18.800,00","20.650,00","21.500,00","20.950,00","21.500,00","23.550,00"
03/12/2024,"20.900,00","20.250,00","20.400,00","19.100,00","18.600,00","20.050,00","18.750,00","19.750,00","17.800,00","19.100,00","19.600,00","20.100,00","20.300,00","19.650,00","19.650,00","18.850,00","20.100,00","20.400,00","21.450,00","20.250,00","19.850,00","20.300,00","20.500,00","20.850,00","24.950,00","18.750,00","20.950,00","19.250,00","18.750,00","20.650,00","21.500,00","20.950,00","21.600,00","23.550,00"
10/12/2024,"20.950,00","20.450,00","20.450,00","19.450,00","18.600,00","20.050,00","18.800,00","19.900,00","17.800,00","19.550,00","19.600,00","20.350,00","20.500,00","19.600,00","19.650,00","19.000,00","20.200,00","20.400,00","21.400,00","20.050,00","20.200,00","20.250,00","21.500,00","20.850,00","25.050,00","18.850,00","20.950,00","19.250,00","18.800,00","20.550,00","21.450,00","20.950,00","21.550,00","23.550,00"
17/12/2024,"21.000,00","20.350,00",-,"19.600,00","18.750,00","20.050,00","18.950,00","19.850,00","18.450,00","19.850,00","18.950,00","20.600,00","20.500,00","19.750,00","19.800,00","19.550,00","20.450,00","20.500,00","21.500,00","20.050,00","20.200,00","20.400,00","20.700,00","20.900,00","25.100,00","18.900,00","20.950,00","19.250,00","18.800,00","20.550,00","21.700,00","21.750,00","21.550,00","23.550,00"
24/12/2024,"21.000,00","20.400,00","20.500,00","19.600,00","18.800,00","20.050,00","19.250,00","19.950,00","18.400,00","20.050,00","18.950,00","20.600,00","20.500,00","19.900,00","19.800,00","19.550,00","20.450,00","20.600,00","21.600,00","20.150,00","20.200,00","20.400,00","20.750,00","20.950,00","25.100,00","18.950,00","20.950,00","19.300,00","18.800,00","20.550,00","22.050,00","21.750,00","21.650,00","23.350,00"
31/12/2024,"21.000,00","20.450,00","20.550,00","19.600,00","18.800,00","20.100,00","19.400,00","19.950,00","18.400,00","20.150,00","18.950,00","20.700,00","20.650,00","19.950,00","19.900,00","19.650,00","20.450,00","20.650,00","21.600,00","20.200,00","20.200,00","20.400,00","20.750,00","20.950,00","25.100,00","18.950,00","20.950,00","19.350,00","18.800,00","20.700,00","22.050,00","21.750,00","21.600,00","23.350,00"
31/12/2024,"21.000,00","20.450,00","20.550,00","19.600,00","18.800,00","20.100,00","19.400,00","19.950,00","18.400,00","20.150,00","18.950,00","20.700,00","20.650,00","19.950,00","19.900,00","19.650,00","20.450,00","20.650,00","21.600,00","20.200,00","20.200,00","20.400,00","20.750,00","20.950,00","25.100,00","18.950,00","20.950,00","19.350,00","18.800,00","20.700,00","22.050,00","21.750,00","21.600,00","23.350,00"
07/01/2025,"21.050,00","20.650,00","20.500,00","19.600,00","19.000,00","20.150,00","19.850,00","20.250,00","18.450,00","20.300,00","18.950,00","20.900,00","20.600,00","20.000,00","19.900,00","19.700,00","20.450,00","20.750,00","21.600,00","20.450,00","20.250,00","20.500,00","20.850,00","21.150,00","24.950,00","18.900,00","20.950,00","19.350,00","18.800,00","20.750,00","22.050,00","21.750,00","21.650,00","24.200,00"
14/01/2025,"21.050,00","20.650,00","20.500,00","19.650,00","19.000,00","20.300,00","20.050,00","20.300,00","18.450,00","20.300,00","18.950,00","20.950,00","20.650,00","20.150,00","19.900,00","19.850,00","20.550,00","21.150,00","21.700,00","20.450,00","19.750,00","20.500,00","20.950,00","21.300,00","25.200,00","19.300,00","21.050,00","19.350,00","18.800,00","20.750,00","22.300,00","21.750,00","21.700,00","24.200,00"
21/01/2025,"21.000,00","20.550,00","20.450,00","19.900,00","19.000,00","20.300,00","20.050,00","20.300,00","18.700,00","20.350,00","18.900,00","20.950,00","20.550,00","20.200,00","20.350,00","19.900,00","20.600,00","21.000,00","21.700,00","20.400,00","19.750,00","20.500,00","20.950,00","20.850,00","25.000,00","19.200,00","21.300,00","19.350,00","18.800,00","20.750,00","22.300,00","21.850,00","21.700,00","23.100,00"
28/01/2025,"21.000,00","20.550,00","20.400,00","19.900,00","19.000,00","20.300,00","20.050,00","20.300,00","18.750,00","20.500,00","18.900,00","20.950,00","20.550,00","20.150,00","20.350,00","19.950,00","20.600,00","21.100,00","21.850,00",-,"19.750,00","20.500,00","20.950,00","20.800,00","25.000,00","19.150,00","21.300,00","19.350,00","18.800,00","21.150,00","22.250,00",-,"21.900,00","22.850,00"
