Provinsi,Aceh,Sumatera Utara,Sumatera Barat,Riau,Kepulauan Riau,Jambi,Bengkulu,Sumatera Selatan,Kepulauan Bangka Belitung,Lampung,Banten,Jawa Barat,DKI Jakarta,Jawa Tengah,DI Yogyakarta,Jawa Timur,Bali,Nusa Tenggara Barat,Nusa Tenggara Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Gorontalo,Sulawesi Selatan,Sulawesi Tenggara,Sulawesi Tengah,Sulawesi Utara,Sulawesi Barat,Maluku,Maluku Utara,Papua,Papua Barat
28/ 03/ 2023,19350,19700,18700,17650,16650,17700,19300,18300,17200,18250,18000,18250,19200,17800,17400,18150,19550,19300,21300,18850,19750,21050,18600,20100,25800,18550,21600,18700,18400,20050,22000,22100,20750,25050
04/ 04/ 2023,19350,19650,18650,17600,16650,17700,18850,18300,17200,18100,18000,18250,19200,17650,17400,18150,19550,19300,21300,19250,19700,20950,18500,20100,25650,18150,21600,18700,18000,20100,22000,22100,20950,25050
11/ 04/ 2023,19350,19650,18650,17600,16700,17700,18850,18300,17200,18250,18000,18250,19200,17650,17400,18200,19350,19300,21300,19500,19700,20950,18400,20100,25550,18150,21700,18700,18300,20100,22000,22100,20950,25050
18/ 04/ 2023,19250,19650,18650,17600,16700,17700,18800,18300,17350,18250,18000,18250,19200,17750,17400,18150,18950,19300,21450,19650,19700,20950,19350,20200,25500,18150,21700,18550,18200,20100,22000,21750,20850,25050
25/ 04/ 2023,19250,19750,18650,17600,16700,-,18800,-,-,18250,18000,18250,19200,17550,17400,18150,18950,19300,21450,19650,19700,20950,-,-,25500,18150,20150,18550,18200,20100,22000,21750,20850,25050
02/ 05/ 2023,19250,19400,18600,17600,16700,17700,18800,18300,17350,18250,18000,18250,19200,17850,17550,18100,18850,19300,21450,19700,19700,20550,19300,20150,25700,18150,21750,18550,18050,20000,22000,21750,20850,24900
09/ 05/ 2023,19250,19250,18600,17600,16600,17700,19000,18300,17350,18250,18000,18300,19050,17800,17400,18050,18850,19250,21450,19750,19650,20450,19300,20000,25850,18150,21750,18550,18100,19900,22100,21750,20850,24900
16/ 05/ 2023,19250,19100,18450,17600,16600,17650,19000,18450,17350,18250,18000,18300,19100,17850,17450,18050,18900,19250,21450,19850,19700,20450,19400,20000,25350,18100,21750,18550,18100,19900,22100,21750,20850,24850
23/ 05/ 2023,19200,19100,18550,17600,16600,17750,19000,18500,17500,18300,18000,18350,19050,17850,17450,18050,18850,19450,21450,19800,19750,20400,19500,20050,25350,18150,21750,18600,18250,19900,22300,21750,21000,23950
30/ 05/ 2023,19200,19100,18650,17600,16600,17850,19000,18400,17450,18250,18000,18300,19050,17850,17450,18100,18850,19450,21450,19750,19650,20300,19700,20050,25550,18150,21750,18950,18100,19900,22300,21750,21350,24850
06/ 06/ 2023,19200,19150,18600,17700,16600,17850,18850,18350,17450,18250,18000,18300,19100,17800,17050,18050,18850,19400,21450,19700,19650,20300,19700,19800,25600,18200,21750,18950,18100,19750,22300,21750,20900,24850
13/ 06/ 2023,19200,19050,18350,17700,16600,17850,18700,18150,17350,18250,18000,18250,19100,17700,17000,18050,18850,19300,21400,19600,19650,20100,19650,19900,25550,18150,21750,18800,18100,19850,22050,21750,20900,24600
20/ 06/ 2023,19200,19050,18150,17700,16600,17800,18050,18100,17050,18150,18000,18250,19100,17650,17000,18050,18850,19300,21400,19400,19550,19950,19700,20000,24550,18200,21750,18700,17650,19850,22050,21750,20900,24600
27/ 06/ 2023,19200,19050,18000,17700,16600,17750,17550,18150,17000,18150,18000,18250,19100,17650,17000,18050,18800,19300,21400,19400,19550,20050,19750,20100,24450,18250,21700,18600,17550,20000,21900,21750,21000,24300
04/ 07/ 2023,19000,19050,17700,17700,16200,17750,17550,18150,16900,18150,18000,18200,19100,17650,17000,18000,18750,19300,21500,19250,19550,20050,19700,20100,24450,18250,21700,18650,17550,20000,21750,21750,21000,23900
11/ 07/ 2023,18950,19100,17700,17650,16100,17750,17500,18150,16950,18150,18000,18200,19100,17600,17000,18050,18750,19300,21500,19200,19550,20050,19600,20100,24450,18200,21700,18550,17500,20000,21750,21750,20800,24900
18/ 07/ 2023,18950,19100,17700,17750,16200,17650,17750,18200,16950,18150,18000,18150,19100,17500,16950,18000,18500,19350,21350,19200,19550,19900,19500,19950,24450,18250,21600,18450,17300,20000,21750,21750,20800,24900
25/ 07/ 2023,18800,19100,17600,17750,16200,17650,17800,18200,16850,18150,18000,18100,19100,17450,16950,18000,18500,19350,21500,19150,19550,19900,20200,19850,24450,18200,21600,18450,17000,20000,21800,21750,20900,24250
01/ 08/ 2023,18900,19100,17650,17750,16250,17550,17850,18200,16850,18150,18050,18100,19100,17350,16950,18000,18500,19350,21400,19200,19550,19950,19400,20000,23900,18050,21600,18450,17000,19900,21550,21750,21250,24150
08/ 08/ 2023,18850,19100,17850,17750,16250,17500,17800,18250,16850,18150,18050,18050,19100,17250,16650,17900,18600,19350,21450,19050,19450,19950,19450,20000,23800,18050,21600,18400,16950,19800,21950,21750,22000,24150
15/ 08/ 2023,18850,19100,17950,17750,16100,17500,17750,18200,16850,18150,18050,18050,18950,17250,16650,17850,18600,19300,21450,19050,19450,19950,19350,19900,23800,17900,21600,18400,16950,19700,22000,21750,21950,24000
22/ 08/ 2023,18750,19050,17850,17750,16050,17500,17750,18300,16850,18150,18050,18050,18950,17300,16650,17850,18600,19300,21450,19050,19450,19950,19200,19900,23800,17850,21600,18250,16950,19700,22000,21750,22050,24500
29/ 08/ 2023,18850,19000,17850,17500,16100,17550,17500,18200,16850,18100,17600,18050,18850,17250,16650,17900,18400,19300,21300,19100,19450,19950,19100,19900,23800,17850,21600,18150,16800,19700,21900,22100,22050,24700
05/ 09/ 2023,18750,19050,17850,17500,16100,17550,17250,18200,16850,18100,17150,18050,18850,17250,16650,17850,18400,19300,21300,18850,19450,19900,18900,20050,23550,17850,21600,18150,16700,19700,21900,22100,22000,24100
12/ 09/ 2023,18750,19100,17800,17550,16050,17550,17200,18200,16850,18100,17300,18000,18800,17250,16650,17800,18400,19350,21250,18850,19450,19850,18700,20050,23750,17750,21600,18000,16600,19700,21700,22100,22000,24100
19/ 09/ 2023,18700,19100,17750,17000,16100,17600,17150,18200,16850,18100,17300,18000,18750,17200,16800,17750,18400,19500,21200,18800,19450,19850,18750,20050,23650,17800,21600,18000,16800,19700,21700,22100,21900,24400
26/ 09/ 2023,18700,19100,17750,16850,15950,17600,17150,18200,16850,17900,17300,18000,18700,17200,16800,17700,18400,19300,21100,18300,19500,19800,18750,20250,23600,17850,21600,18000,16900,20050,21700,22100,21300,23550
03/ 10/ 2023,18550,19100,17600,16850,15950,17600,17100,18250,16850,17750,17300,17950,18650,17150,16900,17700,18350,19300,21050,18250,19500,19800,18800,20250,23600,17800,21600,17950,16900,20000,21300,21700,21250,23300
10/ 10/ 2023,18450,19100,17550,16850,15950,17600,17100,18250,16850,17750,17300,17950,18650,17150,16800,17700,18350,19250,21050,18450,19550,19750,18800,20050,23600,17850,21600,17950,16850,20000,21300,21700,21150,23450
17/ 10/ 2023,18400,19100,17550,16850,15950,17600,17150,18250,16700,17750,17300,17950,18650,17100,16800,17650,18350,18950,21000,18400,19550,19750,18650,20050,23050,17800,21600,18000,16400,20000,21100,21250,21550,23450
24/ 10/ 2023,18400,18850,17550,16950,15950,17600,17150,18250,16700,17750,17300,17950,18300,17100,16800,17650,18350,18950,20900,18200,19500,19750,18850,20000,23150,17800,21600,18000,16350,20000,21000,21250,21500,23450
31/ 10/ 2023,18350,18850,17550,16950,15950,17600,17150,18250,16700,17750,17300,17950,18200,17100,16800,17650,18350,18900,20900,18200,19500,19750,18900,20150,23150,17750,21600,17950,16350,20000,21000,21100,21550,23800
07/ 11/ 2023,18400,18850,17550,16850,15950,17600,17050,18250,16850,17700,17300,17900,18200,17250,16800,17650,18350,18900,20900,18050,19500,19750,18750,20150,23150,17750,21600,17850,16350,19750,21100,21100,21550,23800
14/ 11/ 2023,18350,18850,17550,16850,15950,17550,17050,18250,16600,17700,17300,17900,18200,17350,16800,17600,18350,18800,20900,18200,19500,19750,18650,20150,23600,17850,21600,18000,16600,19750,21100,21100,21600,23350
21/ 11/ 2023,18300,18850,17600,16850,15950,17550,17050,18250,16650,17700,17300,17850,18150,17350,16800,17600,18350,18800,20900,18200,19500,19750,18650,20150,23400,17650,21600,18000,16750,19750,21200,21100,21600,23600
28/ 11/ 2023,18300,18650,-,16850,15950,17550,17200,18550,16500,17700,17300,17900,18150,17400,16900,17600,18350,18750,20900,18200,19500,19750,18850,20250,23300,17650,21600,17850,16750,19550,21200,21300,21450,23850
05/ 12/ 2023,18200,18550,17500,16800,15950,17550,17000,18500,16500,17700,17300,17850,18150,17500,16900,17600,18350,18750,20900,18400,19500,19750,18950,20250,23300,17650,21600,17850,16750,19550,21200,21300,21300,23850
12/ 12/ 2023,18200,18500,17650,16800,15950,17550,17050,18500,16750,17700,17300,17850,18150,17500,16900,17600,18300,18800,21050,18550,19500,19750,18950,20250,23350,17650,21100,17850,16550,19550,21200,21300,21300,23950
19/ 12/ 2023,18200,18350,17650,16800,16050,17550,17000,18500,16900,17700,17300,17900,18150,17550,17000,17600,18100,18700,21050,18600,19500,19750,18800,20250,23300,17650,21000,17850,16550,19500,20950,21300,21350,23900
26/ 12/ 2023,19000,-,-,-,-,-,17000,-,-,-,-,-,-,17200,-,17500,-,-,-,-,-,-,-,-,-,17650,21000,-,-,-,-,-,-,-
02/ 01/ 2024,18200,18500,17700,16800,16150,17550,17000,18500,16800,17600,17300,17900,18050,17450,17000,17600,18100,18650,21050,18550,19500,19750,18550,19900,23450,17600,20650,17850,16300,19500,20900,21300,21350,23600
09/ 01/ 2024,18200,18450,17800,16800,16400,17550,17100,18500,16850,17600,17300,17900,18050,17400,17000,17550,18100,18650,21000,18550,19500,19750,18600,19750,23500,17650,20550,17850,16550,19500,21050,21300,21350,24100
16/ 01/ 2024,18400,18500,17800,16750,16350,17550,17100,18500,16850,17050,17500,18000,18050,17500,17000,17600,18100,18550,21000,18550,19500,19750,18550,19750,22600,17650,20550,17850,16550,19500,21050,21300,21350,23800
23/ 01/ 2024,18550,18650,18350,16950,16350,17700,17050,18500,16750,17100,17500,18000,18150,17600,17000,17650,18250,18550,21100,18600,19350,19750,19250,19750,22450,17650,20550,17950,16550,19500,20950,21300,21350,23800
30/ 01/ 2024,18800,18700,18500,17150,16300,17750,17150,18500,16850,17200,17500,18100,18150,17750,17000,17700,18350,18700,21100,18700,19250,19750,19250,19550,22650,17600,20500,17950,16550,19450,20950,21300,21200,23300
06/ 02/ 2024,18950,18750,18550,17150,16400,17750,17150,18850,16700,17200,17600,18250,18150,17550,17250,17700,18400,18800,21100,18700,19250,19750,19300,19550,21700,17550,20300,17950,16750,19100,20950,21300,21200,23600
13/ 02/ 2024,18950,18850,18700,17150,16400,17750,17150,18900,16750,17250,17600,18300,18200,17550,17600,17750,18400,18800,21100,18750,19200,19800,19400,19500,22200,17550,20300,17950,17000,19050,21050,21300,21150,23450
20/ 02/ 2024,19100,19150,18800,17150,16400,17750,17200,18950,16750,17400,17600,18350,18300,17600,17600,17750,18400,18900,21100,18750,19350,19800,19450,19800,22700,17600,20300,17950,17200,19150,20950,21350,21150,23450
27/ 02/ 2024,19150,19200,18800,17150,16400,17800,17250,18050,16900,17550,17600,18300,18450,17650,17600,17850,18400,18850,20650,18850,19400,19800,19450,19850,23900,17700,20300,18050,17450,19150,20950,21350,21250,23450
05/ 03/ 2024,19250,19250,18900,17100,16200,17750,17250,18850,17000,17550,17600,18300,18600,17750,17600,17950,18450,18900,20700,19000,19450,19650,19450,19800,23450,17700,20250,18500,17700,19050,21000,20850,21250,23450
12/ 03/ 2024,19250,19250,18900,17100,16200,17750,17250,18850,17000,17600,17600,18350,18600,17700,17600,18000,18450,18900,20750,19100,19450,19650,19000,19800,23450,17700,20250,18500,17750,19050,21000,20850,21250,23450
19/ 03/ 2024,19250,19200,19150,17100,16200,18050,17250,18850,17150,17700,18000,18450,18750,18000,17700,18200,18600,19050,20700,19200,19450,19750,19500,19600,22950,17750,20200,18500,17700,19050,20900,20850,21350,23450
26/ 03/ 2024,19250,19250,19200,17050,16400,18050,17500,18850,17150,17900,18000,18500,19000,18100,17750,18250,18700,19350,20750,19200,19450,19800,19350,19650,23050,17800,20200,18200,17350,19050,20900,20950,21500,23850
02/ 04/ 2024,19250,19250,19150,17100,16400,18200,17550,18850,17050,17950,18000,18550,18800,18150,17750,18200,18750,19600,20750,19200,19400,19800,19400,19650,22650,17800,20200,18300,17250,19050,20900,20950,21500,23850
09/ 04/ 2024,19250,19400,19150,17050,16400,18450,17800,18850,17050,17950,18000,18550,18850,18150,17750,18250,18750,19650,20750,20150,19400,19800,19150,19650,22650,17850,20200,18300,17250,19050,20900,20950,21450,23850
16/ 04/ 2024,19250,19350,19050,17200,16400,18450,17800,18900,17050,17850,18000,18600,18950,18100,17750,18300,18750,19650,20700,19250,19400,19850,19450,19650,22800,17800,20200,18300,17300,19100,20900,20950,21400,23850
23/ 04/ 2024,19250,19400,18800,17150,16400,18450,17800,18900,17050,17850,18000,18600,19000,18000,17850,18300,18750,19600,20700,19400,19400,19850,19500,19650,23100,17900,20200,18250,17650,19100,20900,21000,21400,23600
30/ 04/ 2024,19200,19400,18750,17200,16500,18500,17800,18900,17050,17900,18000,18550,19100,17950,17700,18300,18800,19650,20750,19450,19400,19900,19500,19600,23050,17900,20200,18300,17900,19100,20900,21000,21400,23850
07/ 05/ 2024,19200,19400,18900,17350,16450,18500,17800,18900,17150,17950,18000,18550,19200,17950,17700,18250,18750,19650,20850,19450,19500,19900,19450,19400,23050,17900,20200,18250,17450,19100,20900,21000,21400,22700
14/ 05/ 2024,19200,19400,18900,17350,16650,18450,17800,18900,17150,17900,17850,18500,19050,17900,17700,18100,18750,19700,20800,19400,19500,19900,19450,19400,23050,17950,20300,18250,17400,19100,21000,21000,21300,22700
21/ 05/ 2024,19100,19350,18750,17300,16650,18400,17800,18900,17200,17850,17850,18500,19150,17900,17650,18050,18750,19700,20850,19350,19500,19900,19450,19400,23100,18000,20300,18200,17350,19100,21000,21000,21300,22700
28/ 05/ 2024,19100,19350,18800,17250,16750,18400,17800,18900,17200,17800,17850,18450,19150,17900,17300,18000,18800,19700,20750,19350,19450,19900,19450,19400,23100,18050,20300,18400,17250,19100,21000,21000,21300,22700
04/ 06/ 2024,19050,19300,18750,17300,17000,18350,17800,18900,17150,17550,17900,18500,19050,17850,17350,17900,18950,19650,20750,19300,18800,19900,20100,19550,23050,18050,20300,18400,17250,19250,21000,21000,21300,22350
11/ 06/ 2024,19050,19300,18850,17300,17000,18350,17800,18900,17300,17500,18050,18500,19050,17850,17350,17950,18950,19650,20750,19300,19400,19900,19500,19550,23200,18050,20100,18550,17200,19350,21000,21000,21350,22350
18/ 06/ 2024,19050,19350,18850,17350,17050,18350,-,18900,17250,17500,18050,18500,19050,17850,17350,17950,18950,19650,20750,19350,19400,19900,19200,19550,23000,18050,20100,18550,17300,19350,21000,21000,21350,22350
25/ 06/ 2024,19050,19200,18800,17350,17050,18350,17800,18900,18650,17500,18050,18500,19100,17900,17450,18000,18950,19600,20750,19300,19400,19900,19650,19600,23500,18100,20050,18550,17300,19300,21000,21000,21300,22350
02/ 07/ 2024,19000,19200,18750,17450,17100,18350,17750,18900,17200,17500,18050,18500,19100,17900,17700,18000,18950,19650,20700,19400,19350,19900,19600,19850,23500,18100,20050,18550,17300,19350,21150,21000,21150,22350
09/ 07/ 2024,19000,19250,18700,17450,17050,18400,18000,18900,17200,17600,18050,18500,19100,18000,17700,18000,19000,19700,20650,-,19350,20000,19600,19850,23500,18000,20050,18550,17400,19400,21150,21000,21150,22350
16/ 07/ 2024,19100,19250,18650,17400,17050,18400,18000,18850,17200,17600,18050,18550,19150,18050,17700,18050,19000,19700,20900,19400,19400,20000,19550,20100,23500,18000,20050,18500,17700,19600,21150,21000,20950,22350
23/ 07/ 2024,19100,19250,18650,17450,17050,18400,18200,19000,17200,17600,18050,18550,19200,18050,17750,18050,19000,19650,20850,19400,19400,20000,19600,20100,23500,18100,20050,18500,17700,19600,21150,-,20900,22350
30/ 07/ 2024,19150,19300,18650,17450,17050,18400,18200,19000,17200,17750,18050,18600,19200,18050,17750,18050,19000,19600,20850,19400,19400,20000,20100,20100,23500,18100,20050,18500,17500,19600,21100,21000,20900,22350
06/ 08/ 2024,19150,19300,18650,17450,17050,18500,18150,19000,17200,17750,18050,18600,19150,18050,17850,18050,19000,19600,20850,19350,19450,19950,19550,20100,23550,18100,20050,18500,17500,19400,21200,21000,21000,22350
13/ 08/ 2024,19150,19300,18800,17500,17050,18500,18150,19000,17150,17850,18050,18650,19050,18050,17850,18100,19000,19600,20900,19400,19550,19950,19550,-,23550,18100,20050,18450,17500,19400,21350,21000,21450,22350
20/ 08/ 2024,19100,19250,18850,17500,-,18500,18100,19000,17200,17750,18050,18650,19050,18100,17850,18100,19000,19650,20900,19400,19550,19950,19400,20100,23550,18100,20200,18700,17550,19500,21350,21000,21150,22350
27/ 08/ 2024,19100,19250,18850,17550,17100,18500,18200,19000,17400,17750,18050,18700,19050,18050,17850,18200,19050,19600,21450,19400,19550,19950,20100,20200,23550,18050,20200,18800,17500,19800,21250,21000,21250,22350
03/ 09/ 2024,19250,19250,18850,17550,17750,18500,18200,19000,-,17700,18250,18700,19150,18200,17850,18200,19050,19750,21450,19400,19550,19950,19400,20450,23500,18150,20200,18900,17650,19800,21200,21000,21250,22350
10/ 09/ 2024,19300,19250,18850,17550,-,18500,18200,19050,17400,17700,18650,18750,19150,18250,17850,18250,19050,19700,21550,19500,19550,20200,19400,20450,23550,18200,20300,18900,17650,20000,21200,21000,21250,22200
17/ 09/ 2024,19300,19300,18850,17550,17750,18500,18200,18900,17650,17750,18650,18700,19250,18250,17850,18200,19050,19650,21550,19500,19550,20200,19550,20450,23600,18250,20300,18900,17650,20000,21250,21000,21250,22350
24/ 09/ 2024,19400,19300,18950,17550,17850,18550,18200,18900,17550,17750,18550,18700,19200,18300,17850,18300,19050,19750,21600,19500,19550,20200,19700,20450,23700,18250,20300,18900,17850,20000,21250,21000,21300,22350
01/ 10/ 2024,19600,19350,19000,17600,17850,18700,18300,18400,17550,17800,18550,18800,19250,18350,17850,18250,19250,19750,21600,19550,19550,20450,19700,20450,23850,18300,20500,18900,18050,20000,21400,21000,21350,22350
08/ 10/ 2024,19850,19500,19100,17650,17850,18700,18150,18550,17600,17800,18800,18850,19350,18400,17850,18400,19300,19800,21600,19650,19600,20450,19750,20450,24100,18350,20500,19000,18100,20100,21400,21000,21350,22350
15/ 10/ 2024,20050,19600,19150,17700,-,18750,18300,18550,17600,17850,18800,18900,19400,18500,17850,18450,19400,19800,21600,20400,19600,20450,20200,20450,24600,18550,20450,19050,18200,20100,21400,21000,21100,22600
22/ 10/ 2024,20200,19650,19150,17950,17850,18800,18300,18900,17600,17950,18700,19000,19500,18500,17850,18450,19450,19750,21600,-,19600,20450,20200,20600,24600,18600,20450,19150,18350,20100,21400,21000,21300,22600
29/ 10/ 2024,20300,19750,19400,17950,17850,18800,18300,18850,17700,17950,18800,19000,19500,18650,17850,18500,19450,19950,21550,19800,19700,20300,20350,20850,24600,18700,20450,19350,18850,20350,21400,20950,21300,22600
05/ 11/ 2024,20500,19750,19600,17950,17800,19050,18300,18700,17750,18300,19100,19300,19650,19000,18900,18550,19500,19900,21400,19900,19700,20300,20100,20850,24550,18900,20450,19350,18650,20350,21500,20950,21300,23050
12/ 11/ 2024,20650,19950,19750,17950,17800,20050,18300,18700,17750,18450,19300,19500,19850,19250,19000,18550,19900,20100,21400,19950,19750,20350,20450,20900,24700,18750,20500,19350,18700,20350,21550,20950,21500,23400
19/ 11/ 2024,20800,20250,-,18000,-,20050,18800,19150,17750,18900,19600,19800,20050,19500,19000,18600,20000,20000,21400,20050,19800,20350,20450,20850,24750,18750,20800,19300,18700,20750,21500,20950,21500,23400
26/ 11/ 2024,20900,20200,20200,19100,18250,20050,18800,19750,17800,19000,19600,20050,20050,19550,19000,18800,20100,20300,21450,20200,19850,20300,20350,20800,24950,18750,20850,19250,18800,20650,21500,20950,21500,23550
03/ 12/ 2024,20900,20250,20400,19100,18600,20050,18750,19750,17800,19100,19600,20100,20300,19650,19650,18850,20100,20400,21450,20250,19850,20300,20500,20850,24950,18750,20950,19250,18750,20650,21500,20950,21600,23550
10/ 12/ 2024,20950,20450,20450,19450,18600,20050,18800,19900,17800,19550,19600,20350,20500,19600,19650,19000,20200,20400,21400,20050,20200,20250,21500,20850,25050,18850,20950,19250,18800,20550,21450,20950,21550,23550
17/ 12/ 2024,21000,20350,-,19600,18750,20050,18950,19850,18450,19850,18950,20600,20500,19750,19800,19550,20450,20500,21500,20050,20200,20400,20700,20900,25100,18900,20950,19250,18800,20550,21700,21750,21550,23550
24/ 12/ 2024,21000,20400,20500,19600,18800,20050,19250,19950,18400,20050,18950,20600,20500,19900,19800,19550,20450,20600,21600,20150,20200,20400,20750,20950,25100,18950,20950,19300,18800,20550,22050,21750,21650,23350
31/ 12/ 2024,21000,20450,20550,19600,18800,20100,19400,19950,18400,20150,18950,20700,20650,19950,19900,19650,20450,20650,21600,20200,20200,20400,20750,20950,25100,18950,20950,19350,18800,20700,22050,21750,21600,23350
31/ 12/ 2024,21000,20450,20550,19600,18800,20100,19400,19950,18400,20150,18950,20700,20650,19950,19900,19650,20450,20650,21600,20200,20200,20400,20750,20950,25100,18950,20950,19350,18800,20700,22050,21750,21600,23350
07/ 01/ 2025,21050,20650,20500,19600,19000,20150,19850,20250,18450,20300,18950,20900,20600,20000,19900,19700,20450,20750,21600,20450,20250,20500,20850,21150,24950,18900,20950,19350,18800,20750,22050,21750,21650,24200
14/ 01/ 2025,21050,20650,20500,19650,19000,20300,20050,20300,18450,20300,18950,20950,20650,20150,19900,19850,20550,21150,21700,20450,19750,20500,20950,21300,25200,19300,21050,19350,18800,20750,22300,21750,21700,24200
21/ 01/ 2025,21000,20550,20450,19900,19000,20300,20050,20300,18700,20350,18900,20950,20550,20200,20350,19900,20600,21000,21700,20400,19750,20500,20950,20850,25000,19200,21300,19350,18800,20750,22300,21850,21700,23100
28/ 01/ 2025,21000,20550,20400,19900,19000,20300,20050,20300,18750,20500,18900,20950,20550,20150,20350,19950,20600,21100,21850,-,19750,20500,20950,20800,25000,19150,21300,19350,18800,21150,22250,-,21900,22850
